Scenario_ID,Topology,Node_Count,Node_Density_nodes_per_km2,Terrain_Size_m,Node_Speed_mps,Traffic_Rate_bps,Packet_Size_bytes,TTL,Wait_Time_s,Retry_Attempts,Route_Expiry_s,Buffer_Size_packets,Thresh_Min,Thresh_Max,Drop_Probability,Source_Node,Destination_Node,Initial_Hops,AODV-AERS1_Throughput_Mbps,AODV-AERS1_PDR,AODV-AERS1_E2E_Delay_ms,AODV-AERS1_TxPackets,AODV-AERS1_RxPackets,AODV-AERS2_Throughput_Mbps,AODV-AERS2_PDR,AODV-AERS2_E2E_Delay_ms,AODV-AERS2_TxPackets,AODV-AERS2_RxPackets,AODV-AERS3_Throughput_Mbps,AODV-AERS3_PDR,AODV-AERS3_E2E_Delay_ms,AODV-AERS3_TxPackets,AODV-AERS3_RxPackets,OLSR_Throughput_Mbps,OLSR_PDR,OLSR_E2E_Delay_ms,OLSR_TxPackets,OLSR_RxPackets,DSDV_Throughput_Mbps,DSDV_PDR,DSDV_E2E_Delay_ms,DSDV_TxPackets,DSDV_RxPackets,AODV_Throughput_Mbps,AODV_PDR,AODV_E2E_Delay_ms,AODV_TxPackets,AODV_RxPackets,Optimal_Protocol_Throughput,Optimal_Protocol_PDR,Optimal_Protocol_Delay,Winning_Throughput_Mbps,Winning_PDR,Winning_Delay_ms
543,GRID,20,22.763215,937.342261,14.149232,637638,1012,10,1.722465,2,3.03346,139,33,65,0.196099,4,15,7,0.323925,0.494496,91.174621,1181,584,0.280107,0.427604,197.508229,1181,505,0.336683,0.513971,86.056639,1181,607,0.073216,0.136929,151.449529,964,132,0,0,-1,1181,0,0.292864,0.447079,154.658527,1181,528,AODV-AERS3,AODV-AERS3,AODV-AERS3,0.336683,0.513971,86.056639
432,RANDOM,58,104.182887,746.132236,7.796296,481683,418,11,1.827334,1,5.896112,174,35,89,0.13517,16,33,5,0.457893,0.891204,6.5759,2160,1925,0.40699,0.79213,8.962171,2160,1711,0.384393,0.748148,9.995746,2160,1616,0.040913,0.167478,21.748659,1027,172,0.172691,0.336111,129.090164,2160,726,0.183633,0.357407,41.178912,2160,772,AODV-AERS1,AODV-AERS1,AODV-AERS1,0.457893,0.891204,6.5759
98,HOTSPOT,67,79.943084,915.475976,0.869004,1207744,1395,9,0.898666,1,3.448866,126,15,63,0.128678,49,52,5,0.456119,0.370302,13.203265,1623,601,1.068578,0.867529,10.509478,1623,1408,1.174829,0.953789,10.235731,1623,1548,0.872773,0.876524,37.790091,1312,1150,0,0,-1,1623,0,0.726299,0.589649,36.499892,1623,957,AODV-AERS3,AODV-AERS3,AODV-AERS3,1.174829,0.953789,10.235731
12,RANDOM,62,29.035673,1461.268065,8.615171,585626,1330,17,0.778809,4,1.492421,146,29,85,0.069437,23,29,11,0.371549,0.621818,151.007231,825,513,0.42442,0.710303,21.207788,825,586,0.440354,0.73697,20.996554,825,608,0.022452,0.364706,117.782073,85,31,0.460634,0.770909,36.014602,825,636,0.482362,0.807273,21.994717,825,666,AODV,AODV,AODV-AERS3,0.482362,0.807273,20.996554
710,RING,39,21.77882,1338.181836,10.334768,966147,560,9,0.939133,2,3.580568,156,24,107,0.142715,19,38,6,0.624378,0.615646,20.319692,3234,1991,0.85801,0.846011,7.709649,3234,2736,0,0,-1,3234,0,0.53312,0.671937,12.435539,2530,1700,0.148646,0.146568,39.36229,3234,474,0.755776,0.745207,14.043239,3234,2410,AODV-AERS2,AODV-AERS2,AODV-AERS2,0.85801,0.846011,7.709649
70,CORRIDOR,32,27.24011,1083.853432,11.214748,432024,440,9,1.927726,2,2.50589,34,6,21,0.148307,20,26,5,0.438048,0.953286,5.945866,1841,1755,0.378643,0.824009,8.486913,1841,1517,0.438298,0.953829,5.822781,1841,1756,0.223891,0.624217,52.6685,1437,897,0.277056,0.602933,38.702367,1841,1110,0.438547,0.954373,5.173339,1841,1757,AODV,AODV,AODV,0.438547,0.954373,5.173339
31,LINE,54,20.299621,1630.996089,8.491724,639762,1363,12,1.801019,1,3.551136,148,22,76,0.036028,0,53,7,0.597203,0.914773,16.294872,880,805,0.402834,0.617045,18.948119,880,543,0.47702,0.730682,28.336007,880,643,0.137245,0.263909,69.447969,701,185,0.232946,0.356818,23.009797,880,314,0.494825,0.757955,20.506484,880,667,AODV-AERS1,AODV-AERS1,AODV-AERS1,0.597203,0.914773,16.294872
833,TWO_CLUSTER,55,46.076445,1092.55136,4.548173,411379,1242,8,2.264805,1,2.255649,112,15,68,0.061573,5,46,5,0.371179,0.882448,16.301224,621,548,0.083989,0.199678,72.63585,621,124,0.13208,0.31401,41.561933,621,195,0.163237,0.495885,26.150686,486,241,0.188976,0.449275,33.318196,621,279,0.362373,0.861514,14.981541,621,535,AODV-AERS1,AODV-AERS1,AODV,0.371179,0.882448,14.981541
166,RING,55,41.644584,1149.2171,9.874015,453346,1352,7,1.68781,2,5.757145,25,6,16,0.030161,17,44,5,0.068448,0.148089,37.199544,628,93,0.032384,0.070064,124.321576,628,44,0.023552,0.050955,106.962499,628,32,0.295136,0.75947,47.820247,528,401,0.064032,0.138535,77.874235,628,87,0.398176,0.861465,15.665274,628,541,AODV,AODV,AODV,0.398176,0.861465,15.665274
546,RING,77,607.928694,355.892668,5.234865,930203,845,5,0.890668,4,3.581403,58,10,37,0.172514,13,54,1,0.960998,1,1.243836,2064,2064,0.926544,0.964147,11.229612,2064,1990,0.960998,1,1.883327,2064,2064,0.960998,1,21.229356,2064,2064,0.892555,0.928779,13.773477,2064,1917,0.92701,0.964632,99.599529,2064,1991,AODV-AERS1,AODV-AERS1,AODV-AERS1,0.960998,1,1.243836
931,HOTSPOT,61,158.716712,619.945608,8.519124,1637731,333,6,2.930373,2,4.579178,93,19,50,0.059854,54,56,3,0.208129,0.117232,379.177486,9221,1081,0.435318,0.245201,328.21444,9221,2261,0.397389,0.223837,360.382283,9221,2064,0.228922,0.156447,483.100523,7600,1189,0.099347,0.055959,441.397089,9221,516,0.27667,0.15584,441.871674,9221,1437,AODV-AERS2,AODV-AERS2,AODV-AERS2,0.435318,0.245201,328.21444
960,GRID,43,36.413079,1086.689635,16.084785,412007,206,8,1.498855,4,2.58398,109,14,68,0.157621,6,42,6,0.350314,0.748533,21.78698,3750,2807,0.298397,0.6376,18.446402,3750,2391,0.160118,0.342133,7.485575,3750,1283,0.14352,0.386425,12.906782,2976,1150,0,0,-1,3750,0,0.344448,0.736,11.349869,3750,2760,AODV-AERS1,AODV-AERS1,AODV-AERS3,0.350314,0.748533,7.485575
39,LINE,34,78.17868,659.470377,11.967057,820986,986,9,1.101051,4,3.364819,52,11,24,0.143396,0,33,3,0.792272,0.938501,5.77953,1561,1465,0.299062,0.35426,9.173935,1561,553,0.50727,0.600897,80.211664,1561,938,0.313123,0.586032,29.172455,988,579,0.233626,0.276746,44.651155,1561,432,0.698173,0.827034,10.605376,1561,1291,AODV-AERS1,AODV-AERS1,AODV-AERS1,0.792272,0.938501,5.77953
920,TWO_CLUSTER,60,205.315399,540.586086,5.966989,319035,1274,5,1.285764,1,5.902409,159,25,108,0.081528,16,47,3,0.320813,0.985075,7.528356,469,462,0.228458,0.701493,18.005108,469,329,0.321507,0.987207,6.616557,469,463,0.206237,0.755725,13.804794,393,297,0.054163,0.166311,103.23214,469,78,0.298592,0.916844,10.744827,469,430,AODV-AERS3,AODV-AERS3,AODV-AERS3,0.321507,0.987207,6.616557
96,CORRIDOR,36,19.935166,1343.820684,15.88001,761093,991,10,0.856247,2,2.407617,136,21,85,0.022369,34,35,6,0.617378,0.788889,10.795215,1440,1136,0.385861,0.493056,26.616758,1440,710,0.051086,0.065278,242.786246,1440,94,0.244017,0.471639,33.856351,952,449,0.009782,0.0125,1762.337043,1440,18,0.504337,0.644444,47.662323,1440,928,AODV-AERS1,AODV-AERS1,AODV-AERS1,0.617378,0.788889,10.795215
133,HOTSPOT,48,103.234168,681.881467,2.214802,1104982,1207,7,2.868074,1,1.816713,92,17,64,0.145199,37,39,3,1.105901,0.978438,6.890266,1716,1679,1.085483,0.960373,6.384971,1716,1648,1.030813,0.912005,6.825778,1716,1565,0.888541,0.941382,19.751354,1433,1349,0,0,-1,1716,0,1.108536,0.980769,5.4954,1716,1683,AODV,AODV,AODV,1.108536,0.980769,5.4954
429,RANDOM,44,43.385635,1007.055389,0.226976,601781,425,13,2.978233,3,4.074047,52,12,32,0.071478,13,40,7,0.58588,0.913715,7.293417,2654,2425,0.525238,0.819141,7.339386,2654,2174,0.586846,0.915222,7.158167,2654,2429,0.494314,0.99562,5.993021,2055,2046,0.593128,0.925019,8.508746,2654,2455,0.58733,0.915976,6.39505,2654,2431,DSDV,OLSR,OLSR,0.593128,0.99562,5.993021
204,GRID,45,179.286591,500.993801,9.119076,260930,201,6,1.395101,1,5.568203,86,18,59,0.182731,6,42,3,0,0,-1,2434,0,0.272235,0.915776,4.094037,2434,2229,0.093066,0.313065,24.051916,2434,762,0.187108,0.735831,22.009582,2082,1532,0.269548,0.906738,9.00114,2434,2207,0.219474,0.738291,21.636592,2434,1797,AODV-AERS2,AODV-AERS2,AODV-AERS2,0.272235,0.915776,4.094037
572,GRID,49,33.12362,1216.267611,3.421549,688442,318,14,0.963875,1,4.81767,104,17,48,0.085483,0,48,7,0.56541,0.754866,10.199441,4059,3064,0.509866,0.68071,58.897537,4059,2763,0.651403,0.869672,31.208419,4059,3530,0.403943,0.698023,318.988415,3136,2189,0.462625,0.61764,285.334548,4059,2507,0.520753,0.695245,21.692154,4059,2822,AODV-AERS3,AODV-AERS3,AODV-AERS1,0.651403,0.869672,10.199441
40,RANDOM,65,147.912363,662.909801,17.998604,574543,710,6,2.993236,2,2.461434,127,22,69,0.090498,9,39,4,0.245213,0.410679,47.696643,1517,623,0.238128,0.398813,31.379358,1517,605,0.131069,0.219512,130.545713,1517,333,0.128314,0.255887,15.150934,1274,326,0.26017,0.435728,17.479696,1517,661,0,0,-1,1517,0,DSDV,DSDV,OLSR,0.26017,0.435728,15.150934
694,TWO_CLUSTER,59,56.203764,1024.573939,0.693166,1360935,1367,8,3.482391,1,2.681111,96,24,47,0.149891,20,25,4,1.274472,0.918006,9.3009,1866,1713,1.145016,0.824759,24.126413,1866,1539,0,0,-1,1866,0,0.66588,0.925543,13.41658,967,895,1.308696,0.942658,185.097871,1866,1759,1.226856,0.883708,12.316841,1866,1649,DSDV,DSDV,AODV-AERS1,1.308696,0.942658,9.3009
280,LINE,37,20.24173,1352.001111,5.610152,664812,806,9,2.633261,2,1.622297,160,38,106,0.10206,0,36,6,0.62361,0.906856,8.949174,1546,1402,0.541322,0.787193,11.41608,1546,1217,0.08985,0.13066,9.745854,1546,202,0.246419,0.463211,53.09001,1196,554,0.687216,0.999353,11.8309,1546,1545,0.572458,0.832471,10.784067,1546,1287,DSDV,DSDV,AODV-AERS1,0.687216,0.999353,8.949174
624,LINE,29,12.404502,1529.006527,2.38718,105872,698,10,2.861306,4,4.680073,133,28,83,0.069322,0,28,6,0.100285,0.911972,23.17557,284,259,0.095251,0.866197,32.359562,284,246,0.094477,0.859155,25.166902,284,244,0.029814,0.348416,6.581027,221,77,0.068147,0.619718,7.273261,284,176,0.094477,0.859155,25.30971,284,244,AODV-AERS1,AODV-AERS1,OLSR,0.100285,0.911972,6.581027
467,TWO_CLUSTER,47,46.89654,1001.102454,10.021588,1605531,248,8,2.693177,4,1.367239,83,18,54,0.14114,6,9,5,0.160448,0.089801,510.099331,12138,1090,0.234342,0.131158,421.474809,12138,1592,0.265843,0.148789,433.1504,12138,1806,0.152205,0.117969,534.661899,8765,1034,0.532128,0.297825,509.096406,12138,3615,0.038566,0.021585,467.991788,12138,262,DSDV,DSDV,AODV-AERS2,0.532128,0.297825,421.474809
673,LINE,45,146.712843,553.824533,0.793592,1032574,1351,5,0.654697,2,5.249879,128,29,66,0.156812,0,44,2,1.053924,1,3.412415,1433,1433,0.91345,0.866713,6.152127,1433,1242,1.053188,0.999302,3.126665,1433,1432,0.943604,0.895324,5.684377,1433,1283,1.018621,0.966504,15.663625,1433,1385,0.872263,0.827634,9.525155,1433,1186,AODV-AERS1,AODV-AERS1,AODV-AERS3,1.053924,1,3.126665
451,LINE,66,324.03474,451.311272,0.539856,1924516,1156,5,0.88249,2,4.762334,162,29,89,0.060224,0,65,2,0.342886,0.173983,454.428762,3121,543,0,0,-1,3121,0,0.454025,0.230375,351.777388,3121,719,1.339341,0.891926,102.495387,2378,2121,1.651285,0.837872,17.541731,3121,2615,0.586001,0.297341,133.55007,3121,928,DSDV,OLSR,DSDV,1.651285,0.891926,17.541731
877,CORRIDOR,32,32.010366,999.838077,12.308205,298594,958,8,1.576684,3,1.804667,70,11,40,0.050014,12,16,4,0.230855,0.751712,29.405055,584,439,0.28502,0.928082,12.08979,584,542,0.293959,0.957192,9.747148,584,559,0.013673,0.094891,7.704585,274,26,0.048906,0.159247,160.09428,584,93,0.279761,0.910959,13.64059,584,532,AODV-AERS3,AODV-AERS3,OLSR,0.293959,0.957192,7.704585
588,TWO_CLUSTER,34,28.379158,1094.560342,9.586675,581299,927,7,3.443038,4,1.837832,113,26,65,0.033495,8,17,5,0.531744,0.888511,10.651134,1175,1044,0.558229,0.932766,8.161323,1175,1096,0.570963,0.954043,9.07749,1175,1121,0.372832,0.771338,22.939184,949,732,0.104923,0.175319,199.573024,1175,206,0.571981,0.955745,7.701053,1175,1123,AODV,AODV,AODV,0.571981,0.955745,7.701053
187,TWO_CLUSTER,40,37.653501,1030.688229,10.213826,490882,779,12,2.277814,3,5.944959,121,19,61,0.124573,10,23,5,0.458376,0.901778,6.791992,1181,1065,0.474731,0.933954,7.56951,1181,1103,0.413184,0.81287,9.523298,1181,960,0.134715,0.52605,5.571426,595,313,0.233277,0.458933,39.028827,1181,542,0.408019,0.80271,7.998533,1181,948,AODV-AERS2,AODV-AERS2,OLSR,0.474731,0.933954,5.571426
652,HOTSPOT,32,61.587491,720.823163,10.299644,312608,242,9,2.196179,2,2.326397,97,12,59,0.118328,29,30,3,0.272304,0.78076,5.570885,2422,1891,0.286992,0.822874,34.188826,2422,1993,0,0,-1,2422,0,0.096912,0.333168,50.242581,2020,673,0.169488,0.485962,4.58172,2422,1177,0.2376,0.681255,76.781101,2422,1650,AODV-AERS2,AODV-AERS2,DSDV,0.286992,0.822874,4.58172
836,GRID,32,9.960943,1792.35804,10.630618,1162634,691,5,1.547823,3,4.491868,162,27,79,0.023622,5,30,-1,0,0,-1,3154,0,0,0,-1,3154,0,0,0,-1,3154,0,0,0,-1,0,0,0,0,-1,3154,0,0,0,-1,3154,0,NONE,NONE,NONE,0,0,-1
746,TWO_CLUSTER,51,62.58942,902.681669,8.586752,1349741,1278,8,0.977637,4,3.660349,106,25,66,0.137695,7,32,4,1.165997,0.845455,11.941936,1980,1674,0.112838,0.081818,202.022787,1980,162,0.741111,0.537374,83.357945,1980,1064,0.947982,0.853827,11.221688,1594,1361,1.193162,0.865152,95.622411,1980,1713,0.847681,0.614646,120.291631,1980,1217,DSDV,DSDV,OLSR,1.193162,0.865152,11.221688
517,CORRIDOR,36,26.875469,1157.372678,4.911714,81916,913,7,2.41527,1,1.730877,102,23,60,0.061621,5,15,5,0.004517,0.053571,223.689152,168,9,0.071265,0.845238,26.186632,168,142,0.075782,0.89881,27.407475,168,151,0.034127,0.62963,6.685031,108,68,0.069759,0.827381,8.074971,168,139,0.076786,0.910714,37.449231,168,153,AODV,AODV,OLSR,0.076786,0.910714,6.685031
992,RING,47,88.910644,727.063011,17.782414,706675,153,9,0.918106,1,5.638645,93,23,49,0.151914,9,31,3,0.151075,0.180716,397.076807,8660,1565,0.358911,0.42933,344.631948,8660,3718,0.219903,0.263048,319.984076,8660,2278,0.286125,0.440678,360.024672,6726,2964,0.503711,0.60254,521.214978,8660,5218,0.339604,0.406236,372.562517,8660,3518,DSDV,DSDV,AODV-AERS3,0.503711,0.60254,319.984076
375,RING,51,125.30045,637.98251,10.906719,1624235,275,5,1.317119,3,1.668438,86,14,59,0.11823,9,33,3,0.143662,0.080278,416.751396,11074,889,0.419998,0.234694,465.76037,11074,2599,0.218483,0.122088,384.533042,11074,1352,0.426947,0.285869,463.241205,9242,2642,0.837088,0.467762,469.563914,11074,5180,0.303162,0.169406,420.258987,11074,1876,DSDV,DSDV,AODV-AERS3,0.837088,0.467762,384.533042
672,CORRIDOR,41,30.795097,1153.854742,4.335014,418066,922,9,3.133582,4,4.63113,131,31,65,0.066449,21,26,5,0.400267,0.929412,5.974272,850,790,0.37088,0.861176,14.633444,850,732,0,0,-1,850,0,0.35416,1,5.969092,699,699,0.423573,0.983529,14.050085,850,836,0.410907,0.954118,9.728311,850,811,DSDV,OLSR,OLSR,0.423573,1,5.969092
388,LINE,67,99.743282,819.587969,0.801719,1445432,1349,9,2.149114,3,3.002088,106,16,48,0.133093,0,66,3,0.485438,0.329019,23.189965,2009,661,0.493517,0.334495,198.936792,2009,672,0.207101,0.140368,40.970127,2009,282,0.748354,0.99902,24.292698,1020,1019,1.422533,0.964161,126.864352,2009,1937,0.260712,0.176705,87.491964,2009,355,DSDV,OLSR,AODV-AERS1,1.422533,0.99902,23.189965
874,LINE,69,63.697896,1040.787338,3.818897,179586,645,10,0.507571,4,3.678065,131,29,76,0.194736,0,68,4,0.041277,0.220307,37.080488,522,115,0.125268,0.668582,27.150173,522,349,0.173724,0.927203,8.349558,522,484,0,0,-1,0,0,0.155777,0.831418,35.733799,522,434,0.170493,0.909962,13.103739,522,475,AODV-AERS3,AODV-AERS3,AODV-AERS3,0.173724,0.927203,8.349558
790,TWO_CLUSTER,24,7.42778,1797.52983,10.075791,712708,1393,14,3.246914,2,2.59636,73,14,49,0.149753,4,7,8,0.66086,0.909281,16.376557,959,872,0.582042,0.800834,23.909349,959,768,0.662375,0.911366,15.842779,959,874,0,0,-1,0,0,0,0,-1,959,0,0.617661,0.849844,15.989985,959,815,AODV-AERS3,AODV-AERS3,AODV-AERS3,0.662375,0.911366,15.842779
343,RING,46,55.164038,913.168437,10.871344,367387,909,10,1.702978,1,1.144918,114,26,79,0.136632,15,37,4,0.360807,0.953765,7.678612,757,722,0.363306,0.96037,8.705708,757,727,0.020989,0.055482,50.846197,757,42,0.066465,0.226962,32.050846,586,133,0.058469,0.154557,4.909702,757,117,0,0,-1,757,0,AODV-AERS2,AODV-AERS2,DSDV,0.363306,0.96037,4.909702
362,TWO_CLUSTER,27,9.499488,1685.899887,1.984055,406019,609,10,2.177357,4,1.285794,126,26,62,0.072429,15,24,8,0.388655,0.9152,9.50566,1250,1144,0.346868,0.8168,9.754499,1250,1021,0.361476,0.8512,10.653788,1250,1064,0.327503,0.998964,7.52703,965,964,0.197385,0.4648,49.222251,1250,581,0.388315,0.9144,9.564964,1250,1143,AODV-AERS1,OLSR,OLSR,0.388655,0.998964,7.52703
639,HOTSPOT,40,33.695027,1089.549815,2.117035,430125,584,13,0.577392,1,4.774873,150,33,71,0.035051,34,39,7,0.41257,0.915942,8.29928,1380,1264,0.35904,0.797101,8.809985,1380,1100,0.412243,0.915217,8.432519,1380,1263,0.345331,1,6.355957,1058,1058,0.448474,0.995652,13.696019,1380,1374,0.383194,0.850725,8.418182,1380,1174,DSDV,OLSR,OLSR,0.448474,1,6.355957
498,RANDOM,33,70.091444,686.158532,2.728951,930298,543,9,3.432829,1,4.889602,140,26,96,0.050843,3,9,5,0.932786,0.953611,5.432286,3212,3063,0.911773,0.93213,5.560492,3212,2994,0.896851,0.916874,5.374797,3212,2945,0.548769,0.684131,6.965007,2634,1802,0.464718,0.475093,424.468491,3212,1526,0.868834,0.888232,6.38704,3212,2853,AODV-AERS1,AODV-AERS1,AODV-AERS3,0.932786,0.953611,5.374797
667,TWO_CLUSTER,70,52.277089,1157.159755,4.443794,1299858,522,11,0.748954,1,2.834746,66,9,39,0.053212,35,66,5,0.404507,0.295352,420.977852,4669,1379,0,0,-1,4669,0,0.32208,0.235168,357.385015,4669,1098,0.170133,0.742638,379.088664,781,580,0.8492,0.620047,590.679325,4669,2895,0.506,0.369458,345.138661,4669,1725,DSDV,OLSR,AODV,0.8492,0.742638,345.138661
932,TWO_CLUSTER,80,108.139349,860.108258,1.870018,1465613,448,11,0.920057,1,1.178015,95,24,43,0.036137,59,66,4,0.314541,0.202022,405.038284,6133,1239,0.31911,0.204957,382.634476,6133,1257,0.045188,0.029023,338.690775,6133,178,0.683409,0.5294,526.047323,5085,2692,0.702703,0.451329,553.318252,6133,2768,0.142165,0.091309,316.974919,6133,560,DSDV,OLSR,AODV,0.702703,0.5294,316.974919
138,GRID,42,85.415287,701.224113,9.012115,735610,145,11,1.420516,2,4.476774,148,19,97,0.179198,6,35,4,0.081471,0.09283,268.862958,9512,883,0.225407,0.256833,422.377078,9512,2443,0.249397,0.284167,390.733509,9512,2703,0.09199,0.124314,405.177194,8020,997,0.111827,0.127418,538.398372,9512,1212,0.181027,0.206266,363.381167,9512,1962,AODV-AERS3,AODV-AERS3,AODV-AERS1,0.249397,0.284167,268.862958
186,CORRIDOR,35,10.910393,1791.075215,7.76931,179434,151,15,1.758458,3,1.617248,83,12,51,0.045268,3,29,8,0.161911,0.761221,8.458922,2228,1696,0.122675,0.57675,27.089624,2228,1285,0.161434,0.758977,7.780758,2228,1691,0,0,-1,0,0,0.074846,0.351885,69.125892,2228,784,0.129644,0.609515,48.874231,2228,1358,AODV-AERS1,AODV-AERS1,AODV-AERS3,0.161911,0.761221,7.780758
999,RANDOM,38,30.582619,1114.690916,6.584771,154826,1120,15,2.310385,1,5.062962,126,27,57,0.040912,0,13,8,0,0,-1,259,0,0,0,-1,259,0,0,0,-1,259,0,0,0,-1,0,0,0,0,-1,259,0,0,0,-1,259,0,NONE,NONE,NONE,0,0,-1
643,LINE,21,16.818026,1117.434649,9.917804,216492,176,11,1.49397,2,3.1568,169,21,81,0.177357,0,20,5,0.213357,0.85039,5.572945,2306,1961,0.214662,0.855594,4.411028,2306,1973,0.149274,0.59497,13.643546,2306,1372,0.0544,0.653595,124.126478,765,500,0.131757,0.525152,3.358313,2306,1211,0.224019,0.892888,3.999836,2306,2059,AODV,AODV,DSDV,0.224019,0.892888,3.358313
146,HOTSPOT,72,275.83964,510.902361,1.761419,2100442,1346,8,2.170772,2,2.644455,125,20,63,0.020515,50,69,3,0.833194,0.388718,442.157111,2925,1137,0.447008,0.208547,472.280362,2925,610,0.255014,0.118974,332.917234,2925,348,0.808278,0.781161,325.301542,1412,1103,1.249424,0.582906,281.331875,2925,1705,0.005862,0.002735,934.636333,2925,8,DSDV,OLSR,DSDV,1.249424,0.781161,281.331875
306,CORRIDOR,33,24.078784,1170.684022,6.205114,1250803,765,12,0.64222,1,4.910293,101,25,51,0.112321,26,31,6,0.760011,0.586297,164.37774,3065,1797,1.113583,0.859054,11.116839,3065,2633,1.139382,0.878956,11.48714,3065,2694,0.341307,0.623166,18.424461,1295,807,0,0,-1,3065,0,0.155217,0.119739,14.628678,3065,367,AODV-AERS3,AODV-AERS3,AODV-AERS2,1.139382,0.878956,11.116839
268,TWO_CLUSTER,22,29.154064,868.683929,7.607078,249133,164,9,2.946535,3,2.163471,45,9,21,0.057873,6,21,4,0.245043,0.840239,3.470554,2848,2393,0.171315,0.58743,5.541005,2848,1673,0.246272,0.844452,3.677967,2848,2405,0.083968,0.347605,2.426364,2359,820,0.134861,0.46243,16.054201,2848,1317,0.286106,0.981039,2.67844,2848,2794,AODV,AODV,OLSR,0.286106,0.981039,2.426364
925,HOTSPOT,59,89.096993,813.756522,3.572002,1336708,753,8,1.466745,2,2.071742,178,29,95,0.050002,42,47,5,1.033836,0.745793,309.850946,3328,2482,0.95761,0.690805,268.541003,3328,2299,0.866806,0.6253,301.157158,3328,2081,0.477764,0.412442,350.886796,2781,1147,0,0,-1,3328,0,1.157546,0.835036,267.283288,3328,2779,AODV,AODV,AODV,1.157546,0.835036,267.283288
633,RANDOM,57,84.034224,823.586711,1.567217,1575651,1087,11,3.449251,4,2.518506,73,15,33,0.087938,15,49,5,1.183387,0.732425,155.835175,2717,1990,0.923517,0.571586,155.329398,2717,1553,1.538403,0.952153,16.328394,2717,2587,0.567907,0.428059,101.054975,2231,955,0.8474,0.524476,313.033764,2717,1425,1.2042,0.745307,214.794181,2717,2025,AODV-AERS3,AODV-AERS3,AODV-AERS3,1.538403,0.952153,16.328394
220,RANDOM,35,28.491839,1108.341985,16.687901,87802,252,10,0.874423,3,5.500998,156,20,85,0.03578,15,34,7,0.04928,0.50536,16.50318,653,330,0.031509,0.323124,42.194344,653,211,0.02688,0.275651,29.58126,653,180,0,0,-1,0,0,0,0,-1,653,0,0.048235,0.49464,17.441882,653,323,AODV-AERS1,AODV-AERS1,AODV-AERS1,0.04928,0.50536,16.50318
41,CORRIDOR,51,18.816603,1646.320854,5.989576,256956,182,12,1.128181,4,1.928544,164,38,88,0.186927,1,37,7,0.258384,0.871553,6.749463,2647,2307,0.242368,0.817529,5.977797,2647,2164,0.253456,0.85493,8.191221,2647,2263,0.187152,0.784507,69.022704,2130,1671,0.235424,0.794107,104.985802,2647,2102,0.257488,0.86853,6.328199,2647,2299,AODV-AERS1,AODV-AERS1,AODV-AERS2,0.258384,0.871553,5.977797
257,GRID,26,23.893884,1043.141681,11.043375,794959,248,11,2.385049,2,3.961554,73,17,42,0.059144,5,24,9,0.390374,0.441265,329.936482,6010,2652,0.381248,0.430948,362.998011,6010,2590,0.463386,0.523794,384.259851,6010,3148,0.252301,0.372123,505.948012,4606,1714,0.016045,0.018136,396.366741,6010,109,0.332966,0.376373,457.226382,6010,2262,AODV-AERS3,AODV-AERS3,AODV-AERS1,0.463386,0.523794,329.936482
998,TWO_CLUSTER,64,196.685974,570.431227,1.16026,669191,460,8,3.387209,1,4.563241,78,12,46,0.155909,35,62,3,0.01015,0.014301,55.485952,2727,39,0.322731,0.454712,111.682004,2727,1240,0.237884,0.335167,51.85661,2727,914,0.524958,0.913083,10.388793,2209,2017,0.632448,0.891089,34.00504,2727,2430,0.005726,0.008067,385.208682,2727,22,DSDV,OLSR,OLSR,0.632448,0.913083,10.388793
629,LINE,77,113.337947,824.247602,2.260964,1630053,446,6,1.815506,2,4.091337,44,10,26,0.165435,0,76,3,0.097328,0.056188,484.218264,6852,385,0.112496,0.064945,332.214013,6852,445,0,0,-1,6852,0,0.519251,0.354077,545.577273,5801,2054,0.725536,0.418856,557.524949,6852,2870,0.014915,0.008611,517.476188,6852,59,DSDV,DSDV,AODV-AERS2,0.725536,0.418856,332.214013
997,GRID,39,16.740259,1526.339751,8.075994,1427037,1189,15,1.79039,3,5.899632,118,18,64,0.164876,6,35,13,0.205105,0.140444,29.950781,2250,316,0,0,-1,2250,0,0.207052,0.141778,30.464759,2250,319,0,0,-1,0,0,0.049978,0.034222,833.333076,2250,77,0.205754,0.140889,29.269802,2250,317,AODV-AERS3,AODV-AERS3,AODV,0.207052,0.141778,29.269802
101,LINE,30,20.108204,1221.445184,3.598648,309769,296,11,3.439332,1,5.25587,169,38,80,0.188115,0,29,5,0.301882,0.890418,5.311118,1962,1747,0.310176,0.914883,5.544338,1962,1795,0,0,-1,1962,0,0.260582,0.946642,18.669141,1593,1508,0.334022,0.985219,6.75827,1962,1933,0,0,-1,1962,0,DSDV,DSDV,AODV-AERS1,0.334022,0.985219,5.311118
336,LINE,76,191.226398,630.424197,0.889122,2194189,1278,8,1.090048,4,3.891825,163,34,80,0.025223,0,75,3,0.367073,0.163715,299.873414,3219,527,0.05433,0.024231,546.38696,3219,78,0.397024,0.177074,387.28179,3219,570,0.874846,0.8,472.692843,1570,1256,1.649391,0.735632,434.865947,3219,2368,0.199905,0.089158,330.230576,3219,287,DSDV,OLSR,AODV-AERS1,1.649391,0.8,299.873414
